county,name,phone,address,lat,lng
宜蘭縣,凱旋國民中學樂活館,03-92556003,宜蘭縣宜蘭市建業里縣政七街50巷1號,24.725982,121.7572
宜蘭縣,宜蘭國小活動中心,03-9322210轉511,宜蘭縣宜蘭市神農里崇聖街2號,24.753254,121.754332
宜蘭縣,復興國中群育館,03-93229422#5033,宜蘭縣宜蘭市文化里復興路二段77號,24.749036,121.746853
宜蘭縣,社福大樓2樓,03-9325164分機502,宜蘭縣宜蘭市神農里民權路一段65號,24.752555,121.753945
宜蘭縣,黎明國小體育館,03-9383792分機104,宜蘭縣宜蘭市東村里校舍路1號,24.751455,121.762685
宜蘭縣,五大社區活動中心,03-9325164,宜蘭縣宜蘭市延平里東港路1段186巷50弄21號,24.75037,121.783783
宜蘭縣,國立宜蘭高商四維堂,03-93841470#500,宜蘭縣宜蘭市慈安里延平路50號,24.7549,121.7655
宜蘭縣,黎明里社區活動中心,03-9383053,宜蘭縣宜蘭市黎明里黎明二路239號之1,24.744821,121.774204
宜蘭縣,梅洲社區活動中心,03-9283552,宜蘭縣宜蘭市梅洲里金同春路48號1樓,24.7631,121.744273
宜蘭縣,慶和社區活動中心1樓,03-9325164,宜蘭縣宜蘭市北門里碧霞街136號,24.76248,121.752097
宜蘭縣,東園社區活動中心,03-9320883,宜蘭縣宜蘭市菜園里宜蘭市新興路111號,24.759357,121.756155
宜蘭縣,七張社區活動中心,03-9305306,宜蘭縣宜蘭市七張里七張路537號,24.764192,121.769568
宜蘭縣,凱旋社區活動中心,03-9254187,宜蘭縣宜蘭市凱旋里鎮安路23號,24.727552,121.768181
宜蘭縣,南橋社區活動中心,03-9252790,宜蘭縣宜蘭市南橋里南橋路240號,24.73073,121.741218
宜蘭縣,新生社區活動中心,0911230201,宜蘭縣宜蘭市新生里大福路1段243號,24.764576,121.76421
宜蘭縣,中華國中,03-9382704分機502,宜蘭縣宜蘭市東村里女中路一段100號,24.74888,121.767255
宜蘭縣,宜蘭國中活動中心,03-9322519#100,宜蘭縣宜蘭市小東里樹人路37號,24.761984,121.758382
宜蘭縣,光復國小五育館,03-9322077轉1833,宜蘭縣宜蘭市負郭里泰山路60號,24.754771,121.747761
宜蘭縣,國立宜蘭高中體育館,03-9324153轉300,宜蘭縣宜蘭市建軍里復興路三段8號,24.751114,121.742785
宜蘭縣,新生國小體育館,03-9283791轉410,宜蘭縣宜蘭市茭白里大坡路一段100號,24.770685,121.754518
宜蘭縣,國立宜蘭大學體育館,03-9317276#7269,宜蘭縣宜蘭市思源里神農路一段1號,24.746281,121.747629
宜蘭縣,茭白社區活動中心,03-9283827,宜蘭縣宜蘭市茭白里一結路98號,24.776315,121.750603
宜蘭縣,南屏國小活動中心,03-9323795轉1601,宜蘭縣宜蘭市負郭里泰山路98號,24.753962,121.742637
宜蘭縣,中山國小小巨蛋,03-9322064-122,宜蘭縣宜蘭市神農里崇聖街4號,24.753979,121.754624
宜蘭縣,建業社區活動中心,03-9369029,宜蘭縣宜蘭市建業里建業路57號86巷,24.727214,121.750632
宜蘭縣,北津社區活動中心,03-9283835,宜蘭縣宜蘭市北津里金同春路231號,24.767544,121.749872
宜蘭縣,宜蘭縣立體育館,03-9254034#20,宜蘭縣宜蘭市建業里宜蘭市中山路一段755號,24.737473,121.751879
宜蘭縣,礁溪鄉公所二樓,03-9881311-112,宜蘭縣礁溪鄉六結村中山路二段3號,24.823568,121.771214
宜蘭縣,玉田國小,03-9882461#101,宜蘭縣礁溪鄉玉田村玉民路一段169號,24.796462,121.790612
宜蘭縣,德陽宮弘道大樓,03-9882248,宜蘭縣礁溪鄉德陽村中山路二段133號,24.826577,121.773243
宜蘭縣,玉石活動中心,03-9882324,宜蘭縣礁溪鄉玉石村礁溪鄉公園路2號,24.829882,121.773591
宜蘭縣,玉田活動中心,03-9881138,宜蘭縣礁溪鄉玉田村礁溪鄉玉田村玉龍路一段479巷6號,24.797912,121.785623
宜蘭縣,佛光大學,03-9871000#11321,宜蘭縣礁溪鄉林美村林尾路160號,24.817726,121.731634
宜蘭縣,淡江大學蘭陽校園,03-9873088#7006,宜蘭縣礁溪鄉林美村礁溪鄉林美村林尾路180號,24.822217,121.728996
宜蘭縣,礁溪國中,03-9882412#105,宜蘭縣礁溪鄉大忠村礁溪路四段23號,24.81717,121.767736
宜蘭縣,礁溪國小,03-9882047-150,宜蘭縣礁溪鄉大忠村礁溪路四段135號,24.821688,121.768531
宜蘭縣,三民國小,03-9882271#82,宜蘭縣礁溪鄉三民村礁溪鄉十六結路100號,24.813026,121.759896
宜蘭縣,吳沙國中,03-9284701#52,宜蘭縣礁溪鄉吳沙村育英路79號,24.78609,121.759029
宜蘭縣,鄉立幼兒園,03-9304777,宜蘭縣礁溪鄉光武村武暖路10之3號,24.782851,121.767225
宜蘭縣,龍潭國小,03-9284764#215,宜蘭縣礁溪鄉龍潭村育龍路71號,24.780204,121.744664
宜蘭縣,四結國小,03-9284751#102,宜蘭縣礁溪鄉吳沙村育英路46號,24.786176,121.759702
宜蘭縣,三民活動中心,0922885704,宜蘭縣礁溪鄉三民村十六結路101之1號,24.809944,121.764632
宜蘭縣,龍潭國小匏崙分校,03-9285199,宜蘭縣礁溪鄉匏崙村匏杓崙路95之2號,24.792221,121.729585
宜蘭縣,協天廟忠義大樓,03-9882621,宜蘭縣礁溪鄉大忠村大忠路14號,24.818608,121.768244
宜蘭縣,南澳高中彩虹館,03-9981024,宜蘭縣南澳鄉南澳村蘇花路二段301號,24.465969,121.800805
宜蘭縣,金岳國小原住民族資源教室,03-9981636,宜蘭縣南澳鄉金岳村南澳鄉金岳村金岳路2號,24.47092,121.77735
宜蘭縣,武塔國小風雨教室,03-9981632,宜蘭縣南澳鄉武塔村新溪路1號,24.445588,121.778538
宜蘭縣,金洋國小風雨教室,03-9981486,宜蘭縣南澳鄉金洋村南澳鄉金洋村金洋路11號,24.425934,121.74933
宜蘭縣,澳花國小學生餐廳,03-9985108,宜蘭縣南澳鄉澳花村中央路19號,24.329312,121.739569
宜蘭縣,東岳村集貨中心場,03-9986103,宜蘭縣南澳鄉東岳村南澳鄉東岳村蘇花路3段141號,24.519143,121.831751
宜蘭縣,澳花和平基督長老教會,03-9985410,宜蘭縣南澳鄉澳花村南澳鄉澳花村和平路48號,24.333207,121.745835
宜蘭縣,東澳國小風雨教室,03-9986217,宜蘭縣南澳鄉東岳村南澳鄉東岳村蘇花路3段209號,24.521552,121.832973
宜蘭縣,碧候國小原住民族資源教室,03-9981634,宜蘭縣南澳鄉碧候村南澳鄉碧候村碧候路自覺巷38號,24.474119,121.784688
宜蘭縣,南澳國小風雨教室,03-9981228,宜蘭縣南澳鄉南澳村南澳鄉南澳村中正路15號,24.467302,121.800586
宜蘭縣,南澳鄉公所二樓第二會議室,03-9981915,宜蘭縣南澳鄉南澳村蘇花路二段381號,24.466072,121.803745
宜蘭縣,第一公園管理站信義社區活動中心,03-9542773,宜蘭縣羅東鎮信義里中華路189號,24.683541,121.768578
宜蘭縣,羅東國小,03-9542342#117,宜蘭縣羅東鎮開明里民族路1號,24.673508,121.771235
宜蘭縣,竹林國小,03-9542084#320,宜蘭縣羅東鎮竹林里復興路二段128號,24.688759,121.766272
宜蘭縣,公正國小,03-9566659#8300,宜蘭縣羅東鎮公正里公正路199號,24.684362,121.758308
宜蘭縣,北成國小,03-9512626#401,宜蘭縣羅東鎮北成里北成路一段125號,24.674813,121.758809
宜蘭縣,國華國中,03-513062#503,宜蘭縣羅東鎮國華里國華街101號,24.677191,121.760842
宜蘭縣,羅東鎮展演廳,03-9545102轉258,宜蘭縣羅東鎮賢文里中興路1號,24.676451,121.766917
宜蘭縣,仁愛社區活動中心,03-9654034,宜蘭縣羅東鎮仁愛里復興路三段577號,24.701422,121.756007
宜蘭縣,仁德社區活動中心,03-9546412,宜蘭縣羅東鎮仁德里忠義巷80之2號,24.673887,121.766352
宜蘭縣,東安社區活動中心,03-9564947,宜蘭縣羅東鎮東安里天祥路171號,24.674295,121.776353
宜蘭縣,維安社區活動中心,03-9518105,宜蘭縣羅東鎮西安里西安街468號,24.667476,121.754373
宜蘭縣,新群社區活動中心,03-9506763,宜蘭縣羅東鎮新群里月眉路300號,24.667266,121.792181
宜蘭縣,南豪社區活動中心,0935500945,宜蘭縣羅東鎮南豪里體育路40號1樓,24.669834,121.766196
宜蘭縣,聖安宮,03-9544021,宜蘭縣羅東鎮漢民里忠孝路48號,24.676008,121.764885
宜蘭縣,羅東國中,03-9542075#501,宜蘭縣羅東鎮信義里中華路99號,24.682397,121.768092
宜蘭縣,第二公園管理站羅東鎮老人館,03-9545102#253,宜蘭縣羅東鎮集祥里公園路113號,24.676279,121.769104
宜蘭縣,竹林社區活動中心,03-9540821,宜蘭縣羅東鎮竹林里復興路二段122號,24.688279,121.765783
宜蘭縣,第五公園管理站樹林社區活動中心,9540605,宜蘭縣羅東鎮樹林里文林路130號,24.68333,121.761391
宜蘭縣,漢民社區活動中心,03-9563167,宜蘭縣羅東鎮漢民里純精路一段219號,24.673732,121.763454
宜蘭縣,成功國小,03-9542156#43,宜蘭縣羅東鎮成功里興東南路100號,24.670766,121.768733
宜蘭縣,羅莊社區活動中心,03-9547282,宜蘭縣羅東鎮羅莊里羅莊街357號,24.671607,121.779692
宜蘭縣,順和活動中心,03-9308116,宜蘭縣壯圍鄉忠孝村壯圍鄉忠孝村順和路47-4號,24.751854,121.801706
宜蘭縣,過嶺活動中心,03-9301160,宜蘭縣壯圍鄉過嶺村壯圍鄉過村壯濱路3段295號,24.759456,121.815386
宜蘭縣,壯五活動中心,0977334118,宜蘭縣壯圍鄉吉祥村壯圍鄉吉祥村壯五路63號,24.748476,121.786457
宜蘭縣,美福活動中心,0939911927,宜蘭縣壯圍鄉美福村美福路三段92巷2號,24.725268,121.780418
宜蘭縣,新南活動中心,0909293888,宜蘭縣壯圍鄉新南村壯圍鄉新南村美福路一段76號,24.723382,121.798438
宜蘭縣,古結活動中心,0952600276,宜蘭縣壯圍鄉古結村壯圍鄉古結村古結路237號,24.729769,121.803042
宜蘭縣,美城活動中心,0912592816,宜蘭縣壯圍鄉美城村壯圍鄉美城村永美路2段121號,24.77736,121.788925
宜蘭縣,壯六活動中心,03-9304321,宜蘭縣壯圍鄉忠孝村壯圍鄉忠孝村壯六路47號,24.751318,121.801668
宜蘭縣,廍後活動中心,09-05439289,宜蘭縣壯圍鄉東港村壯圍鄉東港村廍後路50-1號,24.727056,121.822712
宜蘭縣,大福補天宮,03-9301171,宜蘭縣壯圍鄉大福村壯圍鄉大福村壯濱路6段279號,24.802848,121.816237
宜蘭縣,壯圍鄉公所,03-9383017,宜蘭縣壯圍鄉吉祥村壯圍鄉壯志路1號,24.746943,121.785774
宜蘭縣,永鎮活動中心,03-9301269,宜蘭縣壯圍鄉永鎮村壯圍鄉永鎮村壯濱路四段375號,24.775099,121.814761
